    [ 0.29 0.56 0.40 0.83 0.25 0.10 0.73 0.42 0.38 0.24 0.11 0.33 0.25 0.74 0.14 0.89 0.80 0.67 0.61 0.69 0.75 0.70 0.83 0.50 0.18 0.82 0.59 0.23 0.87 0.14 0.83 0.77 0.47 0.69 0.44 0.76 0.83 0.73 0.87 0.50 0.46 0.60 0.91 0.72 0.29 0.45 0.27 0.60 0.66 0.20 0.28 0.88 1.00 0.67 0.78 0.69 0.76 0.24 0.41 0.64 0.48 0.55 0.29 0.16 ]
    [ 0.17 0.89 0.33 0.65 0.64 0.66 0.59 0.47 0.90 0.91 0.71 0.30 0.64 0.31 0.65 0.37 0.15 0.58 0.51 0.50 0.56 0.40 0.40 0.28 0.26 1.00 0.75 0.35 0.86 0.36 0.47 0.28 0.13 0.97 0.90 0.13 0.79 0.58 0.63 0.79 0.26 0.34 0.56 0.54 0.79 0.25 0.76 0.51 0.12 0.96 0.51 0.46 0.67 1.00 0.35 0.12 0.51 0.71 0.82 0.67 0.41 0.49 0.50 0.58 ]
    [ 0.25 0.82 0.96 0.19 0.28 0.25 0.61 0.96 0.75 0.68 0.16 0.44 0.38 0.10 0.96 0.24 0.59 0.75 0.44 0.68 0.19 0.54 0.87 0.59 0.21 0.14 0.84 0.99 0.33 0.51 0.93 0.94 0.99 0.21 0.49 0.33 0.65 0.62 0.48 0.91 0.40 0.62 0.45 0.73 0.35 0.61 0.45 0.78 0.23 0.66 0.47 0.18 0.78 0.35 1.00 0.35 0.82 0.94 0.84 0.56 0.46 0.95 0.97 0.28 ]
    [ 0.65 0.19 0.69 0.61 0.56 0.28 0.28 0.88 0.63 0.21 0.68 0.68 0.86 0.90 0.23 0.11 0.40 0.19 0.33 0.15 0.47 0.29 0.85 0.84 0.83 0.86 0.70 0.68 0.71 0.76 0.44 0.85 0.58 0.54 0.26 0.70 0.70 0.68 0.78 0.52 0.32 0.41 0.45 0.17 0.27 0.89 0.12 0.53 0.80 0.70 0.92 0.57 0.69 0.12 0.35 1.00 0.23 0.33 0.35 0.44 0.56 0.43 0.73 0.38 ]
    [ 0.22 0.39 0.78 0.39 0.75 0.91 0.44 0.63 0.93 0.74 0.20 0.63 0.20 0.16 0.67 0.19 0.17 0.99 0.95 0.12 0.31 0.80 0.30 0.24 0.26 0.34 0.58 0.10 0.17 0.80 0.87 0.53 0.30 0.25 0.67 0.43 0.39 0.93 0.36 0.72 0.81 0.17 0.29 0.93 0.96 0.66 0.90 0.82 0.49 0.11 0.56 0.30 0.76 0.51 0.82 0.23 1.00 0.81 0.80 0.76 0.16 0.52 0.16 0.45 ]
    [ 0.39 0.30 0.62 0.62 0.37 0.86 0.61 0.48 0.36 0.35 0.99 0.89 0.87 0.95 0.22 0.54 0.40 0.68 0.44 0.24 0.82 0.17 0.69 0.24 0.41 0.40 0.65 0.15 0.62 0.46 0.85 0.99 0.88 0.90 0.51 0.28 0.44 0.34 0.57 0.92 0.57 0.33 0.75 0.78 0.27 0.50 0.63 0.69 0.31 0.93 0.80 0.30 0.24 0.71 0.94 0.33 0.81 1.00 0.71 0.46 0.18 0.16 0.92 0.32 ]
    [ 0.62 0.54 0.22 0.12 0.12 0.24 0.24 0.94 0.29 0.89 0.69 0.25 0.43 0.15 0.63 0.70 0.38 0.82 0.23 0.89 0.49 0.41 0.26 0.67 0.16 0.50 0.18 0.39 0.16 0.69 0.60 0.24 0.56 0.53 0.48 0.55 0.54 0.88 0.46 0.98 0.23 0.73 0.90 0.63 0.14 0.98 0.89 0.15 0.63 0.50 0.54 0.34 0.41 0.82 0.84 0.35 0.80 0.71 1.00 0.56 0.42 0.83 0.18 0.36 ]
    [ 0.33 0.45 0.26 0.67 0.93 0.81 0.81 0.55 0.69 0.86 0.17 0.38 0.20 0.61 0.60 0.37 0.81 0.36 0.61 0.41 0.60 0.79 0.22 0.26 0.55 0.28 0.93 0.24 0.66 0.25 0.95 0.55 0.23 0.72 0.24 0.94 0.37 0.10 0.81 0.70 0.62 0.43 0.81 0.68 0.82 0.81 0.14 0.15 0.88 0.24 0.32 0.57 0.64 0.67 0.56 0.44 0.76 0.46 0.56 1.00 0.18 0.61 0.67 0.43 ]
    [ 0.14 0.48 0.80 0.45 0.63 0.19 0.44 0.48 0.53 0.82 0.38 0.50 0.21 0.99 0.53 0.51 0.88 0.84 0.85 0.96 0.52 0.97 0.50 0.61 0.93 0.40 0.94 0.53 0.32 0.90 0.37 0.49 0.57 0.74 0.21 0.85 0.66 0.31 0.78 0.55 0.12 0.60 0.40 0.53 0.30 0.75 0.48 0.49 0.59 0.44 0.34 0.26 0.48 0.41 0.46 0.56 0.16 0.18 0.42 0.18 1.00 0.24 0.75 0.70 ]
    [ 0.78 0.85 0.90 0.47 0.94 0.85 0.11 0.37 0.32 0.72 0.68 0.43 0.51 0.53 0.11 0.87 0.82 0.65 0.92 0.85 0.85 0.61 0.95 0.88 0.95 0.33 0.19 0.86 0.31 0.83 0.95 0.44 0.64 0.38 0.31 0.73 0.51 0.81 0.85 0.51 0.65 0.79 0.58 0.97 0.64 0.41 0.63 0.51 0.84 0.83 0.61 0.58 0.55 0.49 0.95 0.43 0.52 0.16 0.83 0.61 0.24 1.00 0.15 0.20 ]
    [ 0.50 0.30 0.83 0.54 0.25 0.86 0.65 0.33 0.72 0.37 0.33 0.78 0.16 0.41 0.77 0.33 0.45 0.98 0.13 0.24 0.32 0.49 0.98 0.40 0.31 0.27 0.33 0.65 0.26 0.16 0.92 0.95 0.20 0.51 0.12 0.37 0.90 0.21 0.73 0.45 0.44 0.89 0.79 0.14 0.95 0.77 0.84 0.44 0.42 0.11 0.68 0.69 0.29 0.50 0.97 0.73 0.16 0.92 0.18 0.67 0.75 0.15 1.00 0.35 ]
    [ 0.82 0.77 0.97 0.57 0.41 0.14 0.80 0.72 0.23 0.96 0.91 0.74 0.51 0.44 0.49 0.11 0.24 0.70 0.15 0.20 0.31 0.39 0.46 0.59 0.29 1.00 0.41 0.77 0.16 0.61 0.35 0.43 0.32 0.33 0.13 0.78 0.91 0.25 0.17 0.91 0.60 0.53 0.33 0.93 0.63 0.84 0.80 0.15 0.42 0.89 0.37 0.44 0.16 0.58 0.28 0.38 0.45 0.32 0.36 0.43 0.70 0.20 0.35 1.00 ]
];
