    [ 0.50 0.91 0.87 0.62 0.38 0.48 0.86 0.86 0.95 0.35 0.37 0.52 0.34 0.99 0.19 0.65 0.90 0.62 0.35 0.86 0.49 0.22 0.44 0.23 0.17 0.76 0.71 1.00 0.86 0.25 0.15 0.85 0.59 0.54 0.94 0.79 0.63 0.52 0.43 0.53 0.54 0.46 0.82 0.95 0.79 0.76 0.85 0.50 0.39 0.40 0.28 0.56 1.00 0.45 0.27 0.74 0.98 0.50 0.61 0.46 0.82 0.92 0.19 0.19 ]
    [ 0.78 0.87 0.63 0.35 0.46 0.97 0.30 0.98 0.88 0.45 0.16 0.40 0.94 0.50 0.62 0.53 0.86 0.64 0.73 0.27 0.66 0.97 0.70 0.55 0.54 0.18 0.50 0.54 0.82 0.30 0.53 0.75 0.19 0.61 0.57 0.33 0.64 0.98 0.17 0.21 0.24 0.57 0.34 0.81 0.23 0.77 0.19 0.66 0.78 0.43 0.20 0.39 0.45 1.00 0.93 0.44 0.63 0.28 0.62 0.70 0.68 0.36 0.44 0.30 ]
    [ 0.48 0.52 0.93 0.74 0.89 0.40 0.50 0.93 0.34 0.67 0.78 0.40 0.44 0.87 0.34 0.78 0.79 0.21 0.97 0.56 0.95 0.95 0.48 0.83 0.49 0.29 0.24 0.93 0.74 0.91 0.29 0.80 0.96 0.54 0.76 0.72 0.88 0.89 0.64 0.49 0.35 0.21 0.86 0.62 0.86 0.89 0.90 0.79 0.58 0.68 0.50 0.30 0.27 0.93 1.00 0.61 0.94 0.17 0.96 0.99 0.72 0.66 0.41 0.90 ]
    [ 0.92 0.68 0.47 0.61 0.32 0.41 0.92 0.94 0.52 0.25 1.00 0.96 0.33 0.39 0.24 0.95 0.78 0.73 0.17 0.98 0.32 0.73 0.87 0.99 0.97 0.43 0.64 0.26 0.34 0.64 0.85 0.32 0.49 0.68 0.46 0.46 0.43 0.32 0.52 0.41 1.00 0.61 0.74 0.23 0.81 0.43 0.91 0.43 0.62 0.39 0.23 0.97 0.74 0.44 0.61 1.00 0.17 0.18 0.25 0.28 0.65 0.55 0.61 0.99 ]
    [ 0.56 0.31 0.18 0.39 0.97 0.68 0.91 0.59 0.63 0.92 0.34 0.97 0.65 0.92 0.18 0.19 0.29 0.74 0.20 0.40 0.55 0.32 0.56 0.36 0.60 0.23 0.58 0.85 0.64 0.70 0.52 0.48 0.20 0.72 0.92 0.69 0.70 0.91 0.41 0.52 0.29 0.94 0.82 0.66 0.27 0.45 0.88 0.16 0.16 0.15 0.46 0.99 0.98 0.63 0.94 0.17 1.00 0.60 0.22 0.36 0.77 0.68 0.31 0.24 ]
    [ 0.82 0.84 0.32 0.95 0.28 0.82 0.28 0.32 0.84 0.31 0.94 0.57 0.51 0.81 0.44 0.79 0.28 0.32 0.34 0.44 0.56 0.67 0.25 0.82 0.26 0.92 0.24 0.71 0.39 0.16 0.94 0.17 0.32 0.79 0.68 0.86 0.16 0.78 0.79 0.88 0.47 0.62 0.94 0.28 0.75 0.72 0.34 0.92 0.82 0.38 0.79 0.43 0.50 0.28 0.17 0.18 0.60 1.00 0.71 0.72 0.26 0.40 0.15 0.86 ]
    [ 0.85 0.18 0.43 0.63 0.44 0.87 0.91 0.40 0.26 0.77 0.80 0.26 0.24 0.24 0.15 0.62 0.97 0.23 0.84 0.67 0.27 0.48 0.53 0.51 0.80 0.51 0.40 0.49 0.60 0.54 0.74 0.57 0.54 0.67 0.42 0.29 0.87 0.49 0.83 0.83 0.42 0.74 0.81 0.83 0.15 0.83 0.40 0.17 0.46 0.41 0.41 0.77 0.61 0.62 0.96 0.25 0.22 0.71 1.00 0.92 0.22 0.68 0.26 0.28 ]
    [ 0.71 0.89 0.52 0.59 0.78 0.76 0.24 0.41 0.65 0.56 0.95 0.44 0.29 0.74 0.44 0.75 0.28 0.46 0.28 0.28 0.32 0.92 0.77 0.44 0.32 0.98 0.46 0.47 0.38 0.80 0.38 0.75 0.71 0.93 0.17 0.50 0.29 0.54 0.93 0.84 0.59 0.44 0.52 0.76 0.65 0.35 0.37 0.70 0.31 0.75 0.81 0.50 0.46 0.70 0.99 0.28 0.36 0.72 0.92 1.00 0.87 0.42 0.50 0.82 ]
    [ 0.57 0.80 0.64 0.26 0.76 0.59 0.58 0.66 0.52 0.27 0.16 0.22 0.75 0.88 0.86 0.39 0.60 0.76 0.49 0.42 0.36 0.43 0.27 0.16 0.22 0.34 0.76 0.59 0.19 0.77 0.24 0.82 0.66 0.86 1.00 0.45 0.60 0.68 0.36 0.67 0.66 0.80 0.49 0.70 0.36 0.94 0.77 0.62 0.27 0.33 0.27 0.75 0.82 0.68 0.72 0.65 0.77 0.26 0.22 0.87 1.00 0.37 0.20 0.39 ]
    [ 0.65 0.26 0.51 0.38 0.57 0.19 0.68 0.31 0.89 0.59 0.74 0.70 0.61 0.61 0.24 0.66 0.75 0.89 0.50 0.77 0.68 0.78 0.89 0.61 0.45 0.75 0.37 0.30 0.32 0.96 0.49 0.24 0.18 0.45 0.81 0.58 0.40 0.85 0.16 0.51 0.38 0.71 0.54 0.77 0.54 0.70 0.86 0.43 0.42 0.32 0.70 0.22 0.92 0.36 0.66 0.55 0.68 0.40 0.68 0.42 0.37 1.00 0.73 0.81 ]
    [ 0.93 0.30 0.62 0.95 0.39 0.64 0.98 0.72 0.60 0.34 0.25 0.40 0.61 0.33 0.19 0.21 0.16 0.46 0.27 0.60 0.56 1.00 0.75 0.77 0.40 0.72 0.86 0.39 0.39 0.30 0.29 0.79 0.65 1.00 0.73 0.18 0.35 0.35 0.66 0.38 0.94 0.95 0.80 0.30 0.77 0.53 0.82 0.78 0.17 0.85 0.99 0.35 0.19 0.44 0.41 0.61 0.31 0.15 0.26 0.50 0.20 0.73 1.00 0.59 ]
    [ 0.59 0.87 0.52 0.90 0.95 0.17 0.69 0.84 0.57 0.48 0.38 0.18 0.82 0.40 0.22 0.97 0.63 0.82 0.17 0.49 0.98 0.82 0.70 0.23 0.82 0.43 0.16 0.81 0.18 0.53 0.40 0.27 0.86 0.23 0.44 0.50 0.40 0.99 0.82 0.65 0.28 0.84 0.24 0.48 0.67 0.22 0.20 0.96 0.96 0.24 0.76 0.88 0.19 0.30 0.90 0.99 0.24 0.86 0.28 0.82 0.39 0.81 0.59 1.00 ]
];
